"","control_1","control_2","control_3","control_4","control_5","tumor_1","tumor_2","tumor_3","tumor_4","tumor_5"
"SLC52A1",0,0,1,7,5,9,11,14,7,45
"SLC52A2",138,130,99,291,339,770,754,653,757,772
"SLC52A3",6,6,11,55,119,158,67,157,168,534
"SLC5A1",14,32,12,504,1000,581,871,1316,163,2631
"SLC5A10",10,4,4,18,17,50,15,15,24,21
"SLC5A11",0,0,0,1,1,1,0,1,4,0
"SLC5A12",0,0,0,1,0,2,9,17,8,1
"SLC5A2",172,206,173,425,364,553,472,623,440,572
"SLC5A3",61,94,95,270,687,605,2311,675,755,2507
"SLC5A4",0,1,0,5,13,4,6,4,11,4
"SLC5A5",0,0,0,0,2,0,1,3,2,2
"SLC5A6",89,83,75,302,299,472,412,383,442,478
"SLC5A7",1,6,1,10,27,0,0,0,0,1
"SLC5A8",2,0,3,5,12,6,0,0,0,0
"SLC5A9",46,20,37,104,82,46,9,13,6,23
"SLC6A1",1,4,6,37,22,90,99,50,32,80
"SLC6A1-AS1",0,0,0,0,0,1,0,2,0,0
"SLC6A10P",2,0,1,1,0,1,1,8,0,4
"SLC6A11",2,1,1,0,5,0,1,1,2,2
"SLC6A12",6,4,11,19,32,49,116,58,43,227
"SLC6A13",1,0,0,0,6,0,1,0,3,0
"SLC6A14",2,3,2,10,189,715,5220,315,1482,7009
"SLC6A15",0,4,0,4,10,1,6,1,6,3
"SLC6A16",12,38,20,48,37,13,6,12,24,11
"SLC6A17",9,13,8,73,204,138,9,13,49,10
"SLC6A18",0,0,0,0,0,0,0,0,0,0
"SLC6A19",2,2,0,10,22,9,0,29,1,10
"SLC6A2",3,1,0,2,5,0,0,0,7,0
"SLC6A20",29,30,23,286,356,534,343,703,313,224
"SLC6A3",0,0,0,0,0,3,0,0,1,4
"SLC6A4",5,16,6,69,157,35,2,8,10,0
"SLC6A5",0,0,0,0,0,0,0,0,0,0
"SLC6A6",73,63,51,989,1410,4636,4549,4742,5374,4914
"SLC6A7",0,0,1,2,0,6,4,14,2,0
"SLC6A8",33,46,32,95,311,352,565,3806,657,883
"SLC6A9",59,25,47,69,78,111,96,47,99,73
"SLC7A1",413,286,366,532,946,1129,856,1149,1015,2421
"SLC7A10",0,5,5,8,7,1,9,2,42,1
"SLC7A11",104,72,108,106,149,118,457,208,165,438
"SLC7A11-AS1",8,6,5,1,15,11,39,15,11,25
"SLC7A13",0,0,0,1,0,0,0,0,0,0
"SLC7A14",3,14,2,43,120,36,5,6,21,3
"SLC7A2",1095,914,724,1678,1766,945,142,320,598,283
"SLC7A3",0,1,0,14,6,14,1,4,4,6
"SLC7A4",0,0,0,4,14,31,48,52,13,55
"SLC7A5",45,17,31,193,313,474,440,630,1245,1725
"SLC7A5P1",0,0,1,1,4,4,4,5,8,5
"SLC7A5P2",2,1,0,6,11,18,10,8,16,15
"SLC7A6",96,101,88,495,456,824,962,730,1173,814
"SLC7A6OS",38,54,54,193,212,338,424,320,381,278
"SLC7A7",65,37,36,970,395,1710,1787,1589,1049,2210
"SLC7A8",116,137,89,553,543,532,478,591,1102,621
"SLC7A9",2,0,1,4,8,35,32,66,3,26
"SLC8A1",38,26,26,379,465,651,522,363,1006,656
"SLC8A1-AS1",1,0,1,2,3,2,1,2,0,0
"SLC8A2",95,132,142,81,115,27,1,5,26,9
"SLC8A3",3,2,1,10,67,12,7,8,10,6
"SLC8B1",81,106,100,434,392,668,483,475,642,720
"SLC9A1",58,82,70,295,599,1033,928,868,1059,1576
"SLC9A2",1,4,1,2,234,175,315,71,4,252
"SLC9A3",6,2,2,12,526,11,36,160,118,621
"SLC9A3R1",266,248,224,731,978,1534,841,987,806,1352
"SLC9A3R2",138,140,110,569,932,1041,857,940,1181,1479
"SLC9A4",1,17,0,0,178,51,11,12,1,12
"SLC9A5",1,2,1,5,9,13,8,15,16,10
"SLC9A6",41,40,52,288,408,487,450,431,595,529
"SLC9A7",121,98,82,361,445,842,823,864,749,593
"SLC9A7P1",55,55,33,64,63,55,33,29,31,51
"SLC9A8",92,70,90,337,347,451,362,461,441,445
"SLC9A9",20,19,25,288,491,316,269,165,586,270
"SLC9A9-AS1",0,0,0,0,0,0,0,0,0,0
"SLC9B1",131,144,106,308,295,311,617,486,322,505
"SLC9B2",19,17,16,214,574,325,1231,363,642,1829
"SLC9C1",0,1,2,4,1,7,8,4,2,2
"SLC9C2",2,0,3,9,2,0,0,2,1,0
"SLCO1A2",0,1,1,7,1,1,0,1,0,0
"SLCO1B1",0,0,0,0,0,0,0,7,0,3
"SLCO1B3",0,0,1,2,15,1,3,660,0,66
"SLCO1B7",0,0,0,0,1,0,0,11,0,3
"SLCO1C1",2,1,1,16,25,19,11,4,44,13
"SLCO2A1",151,182,177,695,1508,1275,366,267,1121,2705
"SLCO2B1",304,179,226,1257,1461,3020,3656,2513,5904,4799
"SLCO3A1",40,26,33,384,506,918,473,635,976,715
"SLCO4A1",1,9,2,22,40,47,54,200,191,130
"SLCO4C1",12,46,34,130,56,46,17,6,9,10
"SLCO5A1",0,1,0,6,7,9,9,8,40,31
"SLCO6A1",0,0,0,0,0,0,0,0,0,0
"SLED1",0,0,0,0,0,0,0,1,1,0
"SLFN11",66,72,76,703,999,1412,1567,769,1451,1329
"SLFN12",6,11,15,87,150,342,190,181,285,236
"SLFN12L",0,0,0,7,22,18,10,12,30,14
"SLFN13",17,16,23,225,236,339,368,394,366,335
"SLFN14",1,0,0,1,2,0,2,0,2,0
"SLFN5",56,73,59,544,637,1739,1592,651,1464,740
"SLFNL1",1,1,0,6,3,6,5,2,2,1
"SLFNL1-AS1",28,27,35,88,57,75,74,67,83,98
"SLIRP",164,142,143,427,499,663,1023,1131,532,809
"SLIT1",5,17,3,34,49,52,10,6,12,11
"SLIT2",49,77,43,559,1092,1070,525,250,1616,693
"SLIT2-IT1",0,0,0,0,0,0,0,0,0,0
"SLIT3",83,153,79,317,4461,502,507,135,3850,442
"SLITRK1",33,47,31,29,34,0,0,0,4,0
"SLITRK2",4,0,2,10,34,3,8,3,26,24
"SLITRK3",0,1,1,10,24,8,36,16,13,7
"SLITRK4",12,20,10,50,44,98,404,29,311,118
"SLITRK5",2,5,14,53,115,318,26,59,84,42
"SLITRK6",6,15,7,84,313,83,22,167,5,8
"SLK",280,342,322,1412,1633,3089,2084,1122,2642,2643
"SLMAP",177,184,170,750,788,1257,1927,1048,1612,973
"SLMO1",4,3,1,26,22,41,35,35,36,25
"SLMO2",88,107,167,462,633,526,1058,1206,938,1080
"SLMO2-ATP5E",0,0,0,0,0,0,0,0,0,0
"SLN",0,1,0,0,10,0,31,11,35,0
"SLPI",39,36,36,757,1357,2524,1995,6340,2013,7330
"SLTM",275,355,355,1465,1348,1849,1880,1279,1849,1712
"SLU7",251,304,266,1002,1014,1479,1388,1337,1347,1123
"SLURP1",0,0,0,0,0,0,0,1,1,4
"SLX1A",0,0,0,0,0,0,0,0,0,0
"SLX1A-SULT1A3",0,0,0,0,0,0,0,0,0,0
"SLX1B",0,0,0,0,0,0,0,0,0,0
"SLX1B-SULT1A4",0,0,0,0,0,0,0,0,0,0
"SLX4",14,12,8,63,84,169,99,147,159,169
"SLX4IP",10,7,11,30,30,70,29,24,39,50
"SMA4",7,7,6,30,55,69,23,15,58,38
"SMA5",8,7,7,43,43,61,19,32,87,57
"SMAD1",98,134,143,624,378,416,774,356,601,664
"SMAD1-AS2",0,0,0,0,0,0,0,0,0,0
"SMAD2",251,329,327,1475,1375,1774,1868,1528,1921,1723
"SMAD3",255,273,261,975,1113,1889,2458,1130,1935,1752
"SMAD4",284,358,340,1350,1155,1362,911,888,1434,1060
"SMAD5",223,273,294,1242,1395,1733,1448,1904,1786,1407
"SMAD5-AS1",5,2,2,4,4,7,4,9,7,8
"SMAD6",14,34,27,77,221,286,174,295,280,365
"SMAD7",52,56,61,411,635,1251,781,750,1331,1116
"SMAD9",9,14,4,101,257,329,197,225,511,208
"SMAGP",32,31,31,182,307,430,805,369,398,774
"SMAP1",266,298,304,666,504,958,682,577,864,564
"SMAP2",143,148,182,739,826,710,652,665,3482,994
"SMARCA1",189,228,173,1133,1299,1618,1421,1111,1671,1005
"SMARCA2",524,502,468,1892,2500,2201,1962,1391,3095,1597
"SMARCA4",200,180,198,810,872,1399,1155,1097,1465,870
"SMARCA5",419,465,393,1737,1875,2280,2615,1880,2841,2479
"SMARCA5-AS1",38,34,19,103,114,183,211,104,250,152
"SMARCAD1",110,158,155,601,572,841,955,515,863,763
"SMARCAL1",67,87,91,402,271,505,652,408,526,494
"SMARCB1",163,179,180,742,718,1088,1141,1037,1080,902
"SMARCC1",350,338,319,1109,1275,1648,1607,1707,2458,1233
"SMARCC2",227,276,254,1036,1131,1718,1217,1266,1950,1270
"SMARCD1",95,107,96,426,448,593,599,440,726,551
"SMARCD2",501,550,509,1091,1051,1092,995,875,1377,1175
"SMARCD3",69,63,68,554,493,562,267,460,506,319
"SMARCE1",403,447,420,2176,1622,2742,2421,2658,2707,1493
"SMC1A",233,334,269,1183,1259,2045,1495,1571,1771,2128
"SMC1B",1,0,1,0,2,2,2,0,3,2
"SMC2",89,81,89,377,372,619,788,661,534,551
"SMC3",310,530,465,1825,1158,2123,1407,801,1648,1126
"SMC4",97,131,88,518,600,1219,1087,669,982,985
"SMC5",152,241,244,914,780,873,1044,671,1019,805
"SMC5-AS1",4,3,3,4,5,7,13,11,7,9
"SMC6",85,109,80,600,529,1329,1272,667,1038,869
"SMCHD1",379,383,350,1207,1258,1831,1672,1101,2201,1002
"SMCO2",0,0,0,3,2,5,21,15,10,7
"SMCO3",2,3,4,42,38,84,33,64,49,62
"SMCO4",95,114,103,298,325,501,565,453,491,521
"SMCP",0,0,0,0,0,0,0,0,0,0
"SMCR5",0,0,0,1,0,1,0,0,0,0
"SMCR8",177,202,156,604,636,1070,630,463,1113,664
"SMCR9",0,0,0,0,0,0,0,2,2,0
"SMDT1",352,443,402,900,760,741,506,700,561,554
"SMEK1",254,253,264,911,990,1571,823,1146,1299,1430
"SMEK2",540,676,701,1817,1734,2518,2493,1508,2138,2133
"SMEK3P",0,0,0,0,0,0,1,0,0,0
"SMG1",297,328,329,1583,1771,3336,2433,1912,3309,2895
"SMG1P1",3,3,3,8,8,27,24,17,15,27
"SMG1P2",2,4,7,8,15,17,9,11,55,19
"SMG1P3",0,2,0,4,9,22,5,6,13,10
"SMG1P5",0,1,2,6,12,13,15,7,11,16
"SMG1P7",2,4,5,18,23,8,29,16,21,10
"SMG5",224,211,245,927,946,1964,1628,1356,1607,2149
"SMG6",92,113,84,502,769,908,637,727,1209,576
"SMG7",218,273,231,934,1075,1515,1306,1213,1705,1931
"SMG7-AS1",4,3,2,9,7,9,14,12,7,19
"SMG8",93,96,70,268,269,401,521,276,519,332
"SMG9",54,63,55,225,234,916,880,532,568,496
"SMIM1",30,27,25,45,25,21,22,48,16,20
"SMIM10",19,32,16,118,137,265,158,228,222,161
"SMIM11",90,75,89,205,263,223,238,234,270,203
"SMIM12",144,106,84,449,422,674,579,569,678,733
"SMIM13",37,56,38,194,219,305,309,367,371,280
"SMIM14",367,369,356,712,966,943,1347,935,869,884
"SMIM15",225,258,314,1035,1054,1074,1250,1082,1481,1886
"SMIM17",1,0,1,7,13,13,4,9,14,5
"SMIM18",1,1,2,7,15,6,0,0,1,0
"SMIM19",422,291,322,705,750,502,661,593,754,712
"SMIM2",9,2,10,7,15,14,107,36,5,5
"SMIM2-AS1",10,7,16,9,20,16,176,67,13,11
"SMIM2-IT1",0,0,0,1,0,0,4,0,0,0
"SMIM20",237,219,239,553,514,492,610,554,500,588
"SMIM21",0,0,0,0,1,0,1,0,0,0
"SMIM22",228,203,187,387,416,874,776,1668,388,1754
"SMIM23",0,0,0,0,0,0,0,0,0,0
"SMIM24",11,37,7,398,608,793,830,509,121,805
"SMIM3",158,145,145,570,569,828,1241,2389,2579,969
"SMIM4",68,68,61,195,186,240,210,314,298,248
"SMIM5",4,5,3,22,60,32,68,38,116,148
"SMIM6",23,29,17,52,170,57,211,66,35,218
"SMIM7",404,393,340,1058,1123,1063,1297,1989,1329,2051
"SMIM8",35,38,33,109,105,130,92,115,115,86
"SMIM9",0,0,0,0,0,0,0,0,0,0
"SMKR1",11,7,10,17,22,16,11,12,14,26
"SMLR1",17,9,11,10,3,0,0,0,1,6
"SMN1",0,0,0,0,0,0,0,0,0,0
"SMN2",0,0,0,0,0,0,0,0,0,0
"SMNDC1",58,70,89,351,358,495,477,619,705,763
"SMO",73,94,81,333,400,622,460,440,706,321
"SMOC1",13,34,11,64,342,85,169,24,106,8
"SMOC2",170,196,186,1240,2320,2339,1597,1110,4079,1278
"SMOX",67,74,41,102,213,687,305,437,336,626
"SMPD1",138,121,161,466,553,545,699,509,790,468
"SMPD2",67,68,75,137,143,235,113,152,160,217
"SMPD3",4,16,17,154,214,175,88,547,217,464
"SMPD4",707,668,523,1062,1003,1355,1330,1326,1288,1152
"SMPDL3A",223,215,224,502,413,366,578,291,466,385
"SMPDL3B",375,290,315,359,300,322,207,272,148,649
"SMPX",0,0,0,9,3,40,13,19,6,16
"SMR3A",0,0,0,0,0,0,0,0,0,0
"SMR3B",0,0,0,0,0,0,0,0,2,0
"SMS",160,176,147,943,856,1335,1730,1749,1616,1823
"SMTN",104,140,182,256,343,523,558,541,789,501
"SMTNL1",0,2,0,0,2,1,5,1,4,1
"SMTNL2",3,1,2,5,28,4,0,7,32,3
"SMU1",259,267,245,993,1587,1304,1364,1245,1476,2632
"SMUG1",118,128,104,359,299,611,510,497,383,610
"SMURF1",98,102,107,550,669,1494,1214,1079,1519,1159
"SMURF2",94,105,69,384,430,661,826,395,831,554
"SMYD1",0,1,1,1,1,1,0,1,0,0
"SMYD2",163,193,170,599,535,689,786,815,673,895
"SMYD3",49,57,35,196,264,405,701,519,513,610
"SMYD4",55,65,62,198,190,241,173,267,329,140
"SMYD5",58,86,84,263,271,284,350,426,317,345
"SNAI1",5,8,11,74,196,202,136,98,257,418
"SNAI2",11,20,20,255,271,564,715,1102,1225,318
"SNAI3",17,12,10,45,26,30,17,23,45,33
"SNAI3-AS1",6,20,6,26,27,24,22,38,31,27
"SNAP23",223,256,231,1101,1316,2094,1798,1848,2781,2492
"SNAP25",14,36,16,242,543,133,28,56,77,19
"SNAP25-AS1",0,0,0,4,8,6,6,3,6,6
"SNAP29",159,148,152,467,705,892,712,634,930,993
"SNAP47",91,115,105,349,331,539,453,470,501,528
"SNAP91",2,15,2,60,102,75,12,38,33,9
"SNAPC1",37,34,43,177,215,343,261,342,251,312
"SNAPC2",43,43,43,152,177,249,274,243,268,198
"SNAPC3",79,79,58,321,278,564,569,480,501,363
"SNAPC4",31,58,38,160,119,167,170,146,199,158
"SNAPC5",82,91,96,316,316,548,546,548,565,505
"SNAPIN",131,90,116,409,459,689,660,658,736,866
"SNAR-A1",0,0,0,0,0,0,0,0,0,0
"SNAR-A10",0,0,0,0,0,0,0,0,0,0
"SNAR-A11",0,0,0,0,0,0,0,0,0,0
"SNAR-A12",0,0,0,0,0,0,0,0,0,0
"SNAR-A13",0,0,0,0,0,0,0,0,0,0
"SNAR-A14",0,0,0,0,0,0,0,0,0,0
"SNAR-A2",0,0,0,0,0,0,0,0,0,0
"SNAR-A3",0,0,0,0,0,0,0,0,0,0
"SNAR-A4",0,0,0,0,0,0,0,0,0,0
"SNAR-A5",0,0,0,0,0,0,0,0,0,0
"SNAR-A6",0,0,0,0,0,0,0,0,0,0
"SNAR-A7",0,0,0,0,0,0,0,0,0,0
"SNAR-A8",0,0,0,0,0,0,0,0,0,0
"SNAR-A9",0,0,0,0,0,0,0,0,0,0
"SNAR-B1",0,0,0,0,0,0,0,0,0,0
"SNAR-B2",0,0,0,0,0,0,0,0,0,0
"SNAR-C1",0,0,0,0,0,0,0,0,0,0
"SNAR-C2",0,0,0,0,0,0,0,0,0,0
"SNAR-C3",0,0,0,0,0,0,0,0,0,0
"SNAR-C4",0,0,0,0,0,0,0,0,0,0
"SNAR-C5",0,0,0,0,0,0,0,0,0,0
"SNAR-D",0,0,0,0,0,0,0,0,0,0
"SNAR-E",0,0,0,0,0,0,1,0,0,0
"SNAR-F",0,0,0,0,0,0,0,0,0,0
"SNAR-G1",0,0,0,0,0,0,0,0,0,0
"SNAR-G2",0,0,0,0,0,0,0,0,0,0
"SNAR-H",0,0,0,0,0,0,0,0,0,0
"SNAR-I",0,0,0,0,0,0,0,0,0,0
"SNCA",12,14,11,132,163,108,142,56,299,267
"SNCA-AS1",0,0,0,0,3,0,0,0,1,2
"SNCAIP",2,11,0,69,41,115,52,64,187,46
"SNCB",1,0,2,7,12,5,0,2,1,0
"SNCG",18,34,19,107,232,194,1001,696,244,86
"SND1",2607,3099,2643,3475,3040,3278,3194,4139,3862,3815
"SND1-IT1",0,0,0,0,0,0,2,1,0,0
"SNED1",60,42,58,482,1087,901,725,441,1204,574
"SNF8",213,179,180,578,512,922,820,1940,884,844
"SNHG1",138,153,128,454,339,327,343,658,364,352
"SNHG10",12,18,9,82,55,58,50,95,48,49
"SNHG11",14,17,7,81,81,115,86,113,105,92
"SNHG12",24,18,14,143,89,164,154,210,153,153
"SNHG15",55,25,23,146,164,215,209,267,230,179
"SNHG16",285,310,233,854,805,717,929,919,975,937
"SNHG17",17,18,43,93,112,133,177,248,293,144
"SNHG18",117,120,114,179,146,118,107,189,154,81
"SNHG20",19,10,12,57,55,32,39,48,40,31
"SNHG21",3,5,10,34,20,13,28,25,23,16
"SNHG22",21,20,30,73,84,115,84,65,42,135
"SNHG3",33,33,29,177,179,144,204,203,152,196
"SNHG4",2,1,0,4,13,6,3,3,8,13
"SNHG5",2546,375,248,2095,787,796,489,1895,803,490
"SNHG6",402,317,348,961,1085,979,1139,1394,1151,999
"SNHG7",359,430,285,608,564,398,371,611,469,344
"SNHG8",838,735,528,875,1302,845,443,718,659,802
"SNHG9",33,39,49,75,73,22,25,27,69,53
"SNIP1",50,71,68,269,296,392,432,301,520,395
"SNN",76,92,64,397,498,736,440,473,747,929
"SNORA1",0,0,0,1,1,1,1,2,3,0
"SNORA10",0,0,0,0,1,1,2,4,0,0
"SNORA11",0,0,0,1,2,0,2,2,1,0
"SNORA11B",0,0,0,0,0,0,0,0,0,0
"SNORA11C",0,0,0,0,0,0,0,0,0,0
"SNORA11D",0,0,0,0,0,0,0,0,0,0
"SNORA11E",0,0,0,0,0,0,0,0,0,0
"SNORA12",0,0,0,1,3,0,0,0,1,0
"SNORA13",0,0,0,1,0,0,1,0,0,1
"SNORA14A",0,0,0,0,0,2,0,0,0,0
"SNORA14B",0,0,0,0,0,0,1,0,0,0
"SNORA15",0,0,0,0,0,1,1,0,0,0
"SNORA16A",0,0,0,1,0,1,2,3,1,0
"SNORA16B",0,0,0,0,0,0,0,0,0,0
"SNORA17",0,0,0,0,0,0,0,0,0,0
"SNORA18",4,5,1,6,8,11,12,13,9,11
"SNORA19",0,0,0,0,0,0,0,0,0,0
"SNORA20",0,0,0,0,1,0,0,1,0,0
"SNORA21",0,0,0,1,0,0,3,2,0,1
"SNORA22",0,0,0,0,0,0,0,0,0,0
"SNORA23",0,0,0,1,1,0,1,0,0,0
"SNORA24",0,1,1,8,4,1,3,8,1,4
"SNORA25",0,1,0,5,1,3,7,3,1,3
"SNORA26",0,0,0,0,1,0,0,5,1,0
"SNORA27",0,1,0,1,2,0,0,0,2,0
"SNORA28",0,0,0,0,0,1,0,0,0,0
"SNORA29",0,0,0,0,2,0,0,0,0,0
"SNORA2A",0,0,0,0,0,0,0,0,0,0
"SNORA2B",0,0,0,0,0,0,0,0,0,0
"SNORA30",0,0,0,0,0,0,0,0,0,0
"SNORA31",0,0,0,0,0,0,0,0,0,0
"SNORA32",0,0,0,9,5,2,3,7,1,1
"SNORA33",0,0,0,4,3,0,4,1,1,1
"SNORA34",0,0,0,0,0,0,0,0,0,0
"SNORA35",0,0,0,0,0,0,0,0,0,0
"SNORA36A",0,0,0,0,0,0,0,0,0,0
"SNORA36B",0,0,0,0,0,0,0,0,0,0
"SNORA36C",0,0,0,0,0,0,0,0,0,0
"SNORA37",0,0,0,0,0,0,0,0,0,0
"SNORA38",0,0,0,0,0,0,0,0,0,0
"SNORA38B",0,0,0,0,0,0,0,0,0,0
"SNORA4",2,2,1,8,3,2,5,4,3,4
"SNORA40",0,2,1,7,6,12,6,10,8,14
"SNORA41",0,0,0,1,0,0,0,1,0,2
"SNORA43",0,0,0,0,0,0,0,0,0,0
"SNORA44",0,0,0,3,0,0,0,0,2,1
"SNORA45A",0,0,0,1,1,1,1,0,0,0
"SNORA45B",0,0,0,0,0,1,2,1,0,0
"SNORA46",0,0,0,0,0,0,0,0,0,2
"SNORA47",0,0,0,0,0,0,0,0,0,0
"SNORA48",0,0,0,0,0,1,1,0,1,1
"SNORA49",1,0,0,0,0,0,0,0,0,0
"SNORA51",0,0,0,0,0,0,1,1,0,0
"SNORA52",1,1,0,1,0,1,1,2,0,1
"SNORA53",0,2,1,0,3,3,1,0,2,3
"SNORA54",0,0,0,0,0,1,0,0,0,0
"SNORA55",0,0,0,1,2,0,0,0,0,0
"SNORA56",0,0,0,0,0,0,0,0,0,0
"SNORA57",0,0,0,3,1,0,0,5,2,5
"SNORA58",0,0,1,0,0,0,1,0,0,0
"SNORA59A",0,0,0,0,0,0,0,0,0,0
"SNORA59B",0,0,0,0,0,0,0,0,0,0
"SNORA5A",0,0,0,0,0,1,2,0,1,1
"SNORA5B",0,0,0,0,0,0,0,0,0,0
"SNORA5C",0,0,0,0,0,0,0,0,0,2
"SNORA6",2,0,0,3,1,0,3,2,0,0
"SNORA60",0,0,0,0,0,0,1,1,0,0
"SNORA61",2,0,1,3,2,5,9,7,4,11
"SNORA62",2,0,0,3,1,2,2,1,1,0
"SNORA63",3,0,1,7,5,4,12,4,4,6
"SNORA64",0,0,2,1,1,1,1,0,0,1
"SNORA65",0,0,2,0,1,2,4,1,3,3
"SNORA66",0,0,1,1,0,0,1,0,1,0
"SNORA67",1,0,1,3,5,3,9,8,8,5
"SNORA68",0,0,0,0,0,0,0,2,0,0
"SNORA69",0,0,0,0,0,0,0,1,0,0
"SNORA70",7,3,3,21,14,20,37,28,28,22
"SNORA70B",0,0,0,0,0,0,0,0,0,0
"SNORA70C",0,0,0,0,0,0,0,0,0,0
"SNORA70D",0,0,0,0,0,0,0,0,0,0
"SNORA70E",0,0,0,0,0,0,0,0,0,0
"SNORA70F",0,1,0,0,0,0,0,0,0,0
"SNORA70G",0,0,0,0,0,0,0,0,0,0
"SNORA71A",0,0,0,0,0,0,0,0,0,0
"SNORA71B",0,0,0,0,0,0,0,0,0,0
"SNORA71C",0,0,0,0,0,0,0,0,0,0
"SNORA71D",0,0,0,0,0,0,0,0,0,0
"SNORA71E",0,0,0,0,0,0,0,0,0,0
"SNORA72",0,0,0,3,1,0,2,0,3,2
"SNORA74A",0,0,0,0,0,0,0,0,0,0
"SNORA74B",0,0,0,0,0,0,0,0,0,0
"SNORA75",0,0,0,1,0,2,0,0,0,0
"SNORA76A",0,0,0,0,1,0,0,0,0,0
"SNORA76C",0,0,0,0,0,1,0,3,2,3
"SNORA77",0,0,0,0,0,0,1,0,1,0
"SNORA78",0,0,0,0,0,0,1,0,0,1
"SNORA79",0,0,0,0,0,0,0,0,0,0
"SNORA7A",0,0,0,0,0,0,0,0,0,0
"SNORA7B",0,0,0,0,0,0,0,0,0,0
"SNORA8",1,4,3,15,21,20,12,25,18,10
"SNORA80A",0,0,0,0,0,0,0,0,0,0
"SNORA80B",0,0,0,0,0,0,0,1,0,1
"SNORA80E",0,1,0,0,0,0,0,0,0,0
"SNORA81",0,0,0,0,0,0,0,0,0,0
"SNORA84",0,0,0,0,0,0,0,0,0,0
"SNORA9",0,1,0,0,1,0,1,1,0,2
"SNORD10",0,2,1,0,3,3,2,3,3,4
"SNORD100",0,0,0,0,0,0,0,0,0,0
"SNORD101",0,0,0,0,0,0,0,0,0,0
"SNORD102",0,0,0,0,0,0,0,0,0,0
"SNORD103A",0,0,0,0,0,0,0,0,0,0
"SNORD103B",0,0,0,0,0,0,0,0,0,0
"SNORD104",0,0,0,1,0,0,0,0,0,0
"SNORD105",0,0,0,0,0,0,0,0,0,0
"SNORD105B",0,0,0,0,0,0,0,0,0,0
"SNORD107",0,0,0,0,0,0,0,0,0,0
"SNORD108",0,0,0,0,0,0,0,0,0,0
"SNORD109A",0,0,0,0,0,0,0,0,0,0
"SNORD109B",0,0,0,0,0,0,0,0,0,0
"SNORD11",0,0,0,0,0,0,0,0,0,0
"SNORD110",0,0,0,0,0,0,0,0,0,0
"SNORD111",0,0,0,0,0,0,0,0,0,0
"SNORD111B",0,0,0,0,0,0,0,0,0,0
"SNORD113-1",0,0,0,0,0,0,0,0,0,0
"SNORD113-2",0,0,0,0,0,0,0,0,0,0
"SNORD113-4",0,0,0,0,0,0,0,0,0,0
"SNORD113-5",0,0,0,0,0,0,0,0,0,0
"SNORD113-6",0,0,0,0,0,0,0,0,0,0
"SNORD113-7",0,0,0,0,0,0,0,0,0,0
"SNORD113-9",0,0,0,0,0,0,0,0,0,0
"SNORD114-1",0,0,0,0,0,0,0,0,0,0
"SNORD114-10",0,0,0,0,0,0,0,0,0,0
"SNORD114-11",0,0,0,0,0,0,0,0,0,0
"SNORD114-12",0,0,0,0,0,0,0,0,0,0
"SNORD114-13",0,0,0,0,0,0,0,0,0,0
"SNORD114-14",0,0,0,0,0,0,0,0,0,0
"SNORD114-15",0,0,0,0,0,0,0,0,0,0
"SNORD114-16",0,0,0,0,0,0,0,0,0,0
"SNORD114-17",0,0,0,0,0,0,0,0,0,0
"SNORD114-18",0,0,0,0,0,0,0,0,0,0
"SNORD114-19",0,0,0,0,0,0,0,0,0,0
"SNORD114-2",0,0,0,0,0,0,0,0,0,0
"SNORD114-20",0,0,0,0,0,0,0,0,0,0
"SNORD114-21",0,0,0,0,0,0,0,0,0,0
"SNORD114-22",0,0,0,0,0,0,0,0,0,0
"SNORD114-23",0,0,0,0,0,0,0,0,0,0
"SNORD114-24",0,0,0,0,0,0,0,0,0,0
"SNORD114-25",0,0,0,0,0,0,0,0,0,0
"SNORD114-26",0,0,0,0,0,0,0,0,0,0
"SNORD114-27",0,0,0,0,0,0,0,0,0,0
"SNORD114-28",0,0,0,0,0,0,0,0,0,0
"SNORD114-29",0,0,0,0,0,0,0,0,0,0
"SNORD114-3",0,0,0,0,0,0,0,0,0,0
"SNORD114-30",0,0,0,0,0,0,0,0,0,0
"SNORD114-31",0,0,0,0,0,0,0,0,0,0
"SNORD114-4",0,0,0,0,0,0,0,0,0,0
"SNORD114-5",0,0,0,0,0,0,0,0,0,0
"SNORD114-6",0,0,0,0,0,0,0,0,0,0
"SNORD114-7",0,0,0,0,0,0,0,0,0,0
"SNORD114-8",0,0,0,0,0,0,0,0,0,0
"SNORD114-9",0,0,0,0,0,0,0,0,0,0
"SNORD115-1",0,0,0,0,0,0,0,0,0,0
"SNORD115-10",0,0,0,0,0,0,0,0,0,0
"SNORD115-11",0,0,0,0,0,0,0,0,0,0
"SNORD115-12",0,0,0,0,0,0,0,0,0,0
"SNORD115-13",0,0,0,0,0,0,0,0,0,0
"SNORD115-14",0,0,0,0,0,0,0,0,0,0
"SNORD115-15",0,0,0,0,0,0,0,0,0,0
"SNORD115-16",0,0,0,0,0,0,0,0,0,0
"SNORD115-17",0,0,0,0,0,0,0,0,0,0
"SNORD115-18",0,0,0,0,0,0,0,0,0,0
"SNORD115-19",0,0,0,0,0,0,0,0,0,0
"SNORD115-2",0,0,0,0,0,0,0,0,0,0
"SNORD115-20",0,0,0,0,0,0,0,0,0,0
"SNORD115-21",0,0,0,0,0,0,0,0,0,0
"SNORD115-22",0,0,0,0,0,0,0,0,0,0
